run_id,scenario_id,dataset,scenario,model_label,model,request_rate,burstiness,seed,num_prompts,micro_batch,max_model_len,host,port,pp_size,tp_size,dtype,dataset_name,dataset_path,dataset_extra_args
0011_E07_GovReport-GAO-2K_medium_poisson_14B_qps-auto-medium_burst-1_seed-0_mb-adaptive,E07,GovReport-GAO-2K,medium_poisson,14B,Qwen/Qwen2.5-14B,auto-medium,1,0,200,adaptive,6144,127.0.0.1,8000,2,1,float16,custom,/workspace/DATASET/vllm_custom/gov_report_gao_2K.jsonl,--custom-output-len 128 --skip-chat-template
0012_E10_GovReport-GAO-2K_high_poisson_14B_qps-auto-high_burst-1_seed-0_mb-adaptive,E10,GovReport-GAO-2K,high_poisson,14B,Qwen/Qwen2.5-14B,auto-high,1,0,200,adaptive,6144,127.0.0.1,8000,2,1,float16,custom,/workspace/DATASET/vllm_custom/gov_report_gao_2K.jsonl,--custom-output-len 128 --skip-chat-template
0013_E06_GovReport-GAO-3K_medium_poisson_3B_qps-auto-medium_burst-1_seed-0_mb-adaptive,E06,GovReport-GAO-3K,medium_poisson,3B,Qwen/Qwen2.5-3B,auto-medium,1,0,200,adaptive,6144,127.0.0.1,8000,2,1,float16,custom,/workspace/DATASET/vllm_custom/gov_report_gao_3K.jsonl,--custom-output-len 128 --skip-chat-template
0014_E09_GovReport-GAO-3K_high_poisson_3B_qps-auto-high_burst-1_seed-0_mb-adaptive,E09,GovReport-GAO-3K,high_poisson,3B,Qwen/Qwen2.5-3B,auto-high,1,0,200,adaptive,6144,127.0.0.1,8000,2,1,float16,custom,/workspace/DATASET/vllm_custom/gov_report_gao_3K.jsonl,--custom-output-len 128 --skip-chat-template
0015_E07_GovReport-GAO-3K_medium_poisson_7B_qps-auto-medium_burst-1_seed-0_mb-adaptive,E07,GovReport-GAO-3K,medium_poisson,7B,Qwen/Qwen2.5-7B,auto-medium,1,0,200,adaptive,6144,127.0.0.1,8000,2,1,float16,custom,/workspace/DATASET/vllm_custom/gov_report_gao_3K.jsonl,--custom-output-len 128 --skip-chat-template
0016_E10_GovReport-GAO-3K_high_poisson_7B_qps-auto-high_burst-1_seed-0_mb-adaptive,E10,GovReport-GAO-3K,high_poisson,7B,Qwen/Qwen2.5-7B,auto-high,1,0,200,adaptive,6144,127.0.0.1,8000,2,1,float16,custom,/workspace/DATASET/vllm_custom/gov_report_gao_3K.jsonl,--custom-output-len 128 --skip-chat-template
0017_E08_GovReport-GAO-3K_medium_poisson_14B_qps-auto-medium_burst-1_seed-0_mb-adaptive,E08,GovReport-GAO-3K,medium_poisson,14B,Qwen/Qwen2.5-14B,auto-medium,1,0,200,adaptive,6144,127.0.0.1,8000,2,1,float16,custom,/workspace/DATASET/vllm_custom/gov_report_gao_3K.jsonl,--custom-output-len 128 --skip-chat-template
0018_E11_GovReport-GAO-3K_high_poisson_14B_qps-auto-high_burst-1_seed-0_mb-adaptive,E11,GovReport-GAO-3K,high_poisson,14B,Qwen/Qwen2.5-14B,auto-high,1,0,200,adaptive,6144,127.0.0.1,8000,2,1,float16,custom,/workspace/DATASET/vllm_custom/gov_report_gao_3K.jsonl,--custom-output-len 128 --skip-chat-template
0019_E07_GovReport-GAO-3.5K_medium_poisson_3B_qps-auto-medium_burst-1_seed-0_mb-adaptive,E07,GovReport-GAO-3.5K,medium_poisson,3B,Qwen/Qwen2.5-3B,auto-medium,1,0,200,adaptive,6144,127.0.0.1,8000,2,1,float16,custom,/workspace/DATASET/vllm_custom/gov_report_gao_3.5K.jsonl,--custom-output-len 128 --skip-chat-template
0020_E10_GovReport-GAO-3.5K_high_poisson_3B_qps-auto-high_burst-1_seed-0_mb-adaptive,E10,GovReport-GAO-3.5K,high_poisson,3B,Qwen/Qwen2.5-3B,auto-high,1,0,200,adaptive,6144,127.0.0.1,8000,2,1,float16,custom,/workspace/DATASET/vllm_custom/gov_report_gao_3.5K.jsonl,--custom-output-len 128 --skip-chat-template
0021_E08_GovReport-GAO-3.5K_medium_poisson_7B_qps-auto-medium_burst-1_seed-0_mb-adaptive,E08,GovReport-GAO-3.5K,medium_poisson,7B,Qwen/Qwen2.5-7B,auto-medium,1,0,200,adaptive,6144,127.0.0.1,8000,2,1,float16,custom,/workspace/DATASET/vllm_custom/gov_report_gao_3.5K.jsonl,--custom-output-len 128 --skip-chat-template
0022_E11_GovReport-GAO-3.5K_high_poisson_7B_qps-auto-high_burst-1_seed-0_mb-adaptive,E11,GovReport-GAO-3.5K,high_poisson,7B,Qwen/Qwen2.5-7B,auto-high,1,0,200,adaptive,6144,127.0.0.1,8000,2,1,float16,custom,/workspace/DATASET/vllm_custom/gov_report_gao_3.5K.jsonl,--custom-output-len 128 --skip-chat-template
0023_E09_GovReport-GAO-3.5K_medium_poisson_14B_qps-auto-medium_burst-1_seed-0_mb-adaptive,E09,GovReport-GAO-3.5K,medium_poisson,14B,Qwen/Qwen2.5-14B,auto-medium,1,0,200,adaptive,6144,127.0.0.1,8000,2,1,float16,custom,/workspace/DATASET/vllm_custom/gov_report_gao_3.5K.jsonl,--custom-output-len 128 --skip-chat-template
0024_E12_GovReport-GAO-3.5K_high_poisson_14B_qps-auto-high_burst-1_seed-0_mb-adaptive,E12,GovReport-GAO-3.5K,high_poisson,14B,Qwen/Qwen2.5-14B,auto-high,1,0,200,adaptive,6144,127.0.0.1,8000,2,1,float16,custom,/workspace/DATASET/vllm_custom/gov_report_gao_3.5K.jsonl,--custom-output-len 128 --skip-chat-template
0025_E08_GovReport-GAO-3.8K_medium_poisson_3B_qps-auto-medium_burst-1_seed-0_mb-adaptive,E08,GovReport-GAO-3.8K,medium_poisson,3B,Qwen/Qwen2.5-3B,auto-medium,1,0,200,adaptive,6144,127.0.0.1,8000,2,1,float16,custom,/workspace/DATASET/vllm_custom/gov_report_gao_3.8K.jsonl,--custom-output-len 128 --skip-chat-template
0026_E11_GovReport-GAO-3.8K_high_poisson_3B_qps-auto-high_burst-1_seed-0_mb-adaptive,E11,GovReport-GAO-3.8K,high_poisson,3B,Qwen/Qwen2.5-3B,auto-high,1,0,200,adaptive,6144,127.0.0.1,8000,2,1,float16,custom,/workspace/DATASET/vllm_custom/gov_report_gao_3.8K.jsonl,--custom-output-len 128 --skip-chat-template
0027_E09_GovReport-GAO-3.8K_medium_poisson_7B_qps-auto-medium_burst-1_seed-0_mb-adaptive,E09,GovReport-GAO-3.8K,medium_poisson,7B,Qwen/Qwen2.5-7B,auto-medium,1,0,200,adaptive,6144,127.0.0.1,8000,2,1,float16,custom,/workspace/DATASET/vllm_custom/gov_report_gao_3.8K.jsonl,--custom-output-len 128 --skip-chat-template
0028_E12_GovReport-GAO-3.8K_high_poisson_7B_qps-auto-high_burst-1_seed-0_mb-adaptive,E12,GovReport-GAO-3.8K,high_poisson,7B,Qwen/Qwen2.5-7B,auto-high,1,0,200,adaptive,6144,127.0.0.1,8000,2,1,float16,custom,/workspace/DATASET/vllm_custom/gov_report_gao_3.8K.jsonl,--custom-output-len 128 --skip-chat-template
0029_E10_GovReport-GAO-3.8K_medium_poisson_14B_qps-auto-medium_burst-1_seed-0_mb-adaptive,E10,GovReport-GAO-3.8K,medium_poisson,14B,Qwen/Qwen2.5-14B,auto-medium,1,0,200,adaptive,6144,127.0.0.1,8000,2,1,float16,custom,/workspace/DATASET/vllm_custom/gov_report_gao_3.8K.jsonl,--custom-output-len 128 --skip-chat-template
0030_E13_GovReport-GAO-3.8K_high_poisson_14B_qps-auto-high_burst-1_seed-0_mb-adaptive,E13,GovReport-GAO-3.8K,high_poisson,14B,Qwen/Qwen2.5-14B,auto-high,1,0,200,adaptive,6144,127.0.0.1,8000,2,1,float16,custom,/workspace/DATASET/vllm_custom/gov_report_gao_3.8K.jsonl,--custom-output-len 128 --skip-chat-template
0031_E23_LongBench-QMSum-1K_medium_poisson_3B_qps-auto-medium_burst-1_seed-0_mb-adaptive,E23,LongBench-QMSum-1K,medium_poisson,3B,Qwen/Qwen2.5-3B,auto-medium,1,0,200,adaptive,6144,127.0.0.1,8000,2,1,float16,custom,/workspace/DATASET/vllm_custom/longbench_qmsum_1K.jsonl,--custom-output-len 128 --skip-chat-template
0032_E26_LongBench-QMSum-1K_high_poisson_3B_qps-auto-high_burst-1_seed-0_mb-adaptive,E26,LongBench-QMSum-1K,high_poisson,3B,Qwen/Qwen2.5-3B,auto-high,1,0,200,adaptive,6144,127.0.0.1,8000,2,1,float16,custom,/workspace/DATASET/vllm_custom/longbench_qmsum_1K.jsonl,--custom-output-len 128 --skip-chat-template
0033_E24_LongBench-QMSum-1K_medium_poisson_7B_qps-auto-medium_burst-1_seed-0_mb-adaptive,E24,LongBench-QMSum-1K,medium_poisson,7B,Qwen/Qwen2.5-7B,auto-medium,1,0,200,adaptive,6144,127.0.0.1,8000,2,1,float16,custom,/workspace/DATASET/vllm_custom/longbench_qmsum_1K.jsonl,--custom-output-len 128 --skip-chat-template
0034_E27_LongBench-QMSum-1K_high_poisson_7B_qps-auto-high_burst-1_seed-0_mb-adaptive,E27,LongBench-QMSum-1K,high_poisson,7B,Qwen/Qwen2.5-7B,auto-high,1,0,200,adaptive,6144,127.0.0.1,8000,2,1,float16,custom,/workspace/DATASET/vllm_custom/longbench_qmsum_1K.jsonl,--custom-output-len 128 --skip-chat-template
0035_E25_LongBench-QMSum-1K_medium_poisson_14B_qps-auto-medium_burst-1_seed-0_mb-adaptive,E25,LongBench-QMSum-1K,medium_poisson,14B,Qwen/Qwen2.5-14B,auto-medium,1,0,200,adaptive,6144,127.0.0.1,8000,2,1,float16,custom,/workspace/DATASET/vllm_custom/longbench_qmsum_1K.jsonl,--custom-output-len 128 --skip-chat-template
0036_E28_LongBench-QMSum-1K_high_poisson_14B_qps-auto-high_burst-1_seed-0_mb-adaptive,E28,LongBench-QMSum-1K,high_poisson,14B,Qwen/Qwen2.5-14B,auto-high,1,0,200,adaptive,6144,127.0.0.1,8000,2,1,float16,custom,/workspace/DATASET/vllm_custom/longbench_qmsum_1K.jsonl,--custom-output-len 128 --skip-chat-template
0037_E24_LongBench-QMSum-3K_medium_poisson_3B_qps-auto-medium_burst-1_seed-0_mb-adaptive,E24,LongBench-QMSum-3K,medium_poisson,3B,Qwen/Qwen2.5-3B,auto-medium,1,0,200,adaptive,6144,127.0.0.1,8000,2,1,float16,custom,/workspace/DATASET/vllm_custom/longbench_qmsum_3K.jsonl,--custom-output-len 128 --skip-chat-template
0038_E27_LongBench-QMSum-3K_high_poisson_3B_qps-auto-high_burst-1_seed-0_mb-adaptive,E27,LongBench-QMSum-3K,high_poisson,3B,Qwen/Qwen2.5-3B,auto-high,1,0,200,adaptive,6144,127.0.0.1,8000,2,1,float16,custom,/workspace/DATASET/vllm_custom/longbench_qmsum_3K.jsonl,--custom-output-len 128 --skip-chat-template
0039_E25_LongBench-QMSum-3K_medium_poisson_7B_qps-auto-medium_burst-1_seed-0_mb-adaptive,E25,LongBench-QMSum-3K,medium_poisson,7B,Qwen/Qwen2.5-7B,auto-medium,1,0,200,adaptive,6144,127.0.0.1,8000,2,1,float16,custom,/workspace/DATASET/vllm_custom/longbench_qmsum_3K.jsonl,--custom-output-len 128 --skip-chat-template
0040_E28_LongBench-QMSum-3K_high_poisson_7B_qps-auto-high_burst-1_seed-0_mb-adaptive,E28,LongBench-QMSum-3K,high_poisson,7B,Qwen/Qwen2.5-7B,auto-high,1,0,200,adaptive,6144,127.0.0.1,8000,2,1,float16,custom,/workspace/DATASET/vllm_custom/longbench_qmsum_3K.jsonl,--custom-output-len 128 --skip-chat-template
0041_E26_LongBench-QMSum-3K_medium_poisson_14B_qps-auto-medium_burst-1_seed-0_mb-adaptive,E26,LongBench-QMSum-3K,medium_poisson,14B,Qwen/Qwen2.5-14B,auto-medium,1,0,200,adaptive,6144,127.0.0.1,8000,2,1,float16,custom,/workspace/DATASET/vllm_custom/longbench_qmsum_3K.jsonl,--custom-output-len 128 --skip-chat-template
0042_E29_LongBench-QMSum-3K_high_poisson_14B_qps-auto-high_burst-1_seed-0_mb-adaptive,E29,LongBench-QMSum-3K,high_poisson,14B,Qwen/Qwen2.5-14B,auto-high,1,0,200,adaptive,6144,127.0.0.1,8000,2,1,float16,custom,/workspace/DATASET/vllm_custom/longbench_qmsum_3K.jsonl,--custom-output-len 128 --skip-chat-template
0043_E25_LongBench-QMSum-3.8K_medium_poisson_3B_qps-auto-medium_burst-1_seed-0_mb-adaptive,E25,LongBench-QMSum-3.8K,medium_poisson,3B,Qwen/Qwen2.5-3B,auto-medium,1,0,200,adaptive,6144,127.0.0.1,8000,2,1,float16,custom,/workspace/DATASET/vllm_custom/longbench_qmsum_3.8K.jsonl,--custom-output-len 128 --skip-chat-template
0044_E28_LongBench-QMSum-3.8K_high_poisson_3B_qps-auto-high_burst-1_seed-0_mb-adaptive,E28,LongBench-QMSum-3.8K,high_poisson,3B,Qwen/Qwen2.5-3B,auto-high,1,0,200,adaptive,6144,127.0.0.1,8000,2,1,float16,custom,/workspace/DATASET/vllm_custom/longbench_qmsum_3.8K.jsonl,--custom-output-len 128 --skip-chat-template
0045_E26_LongBench-QMSum-3.8K_medium_poisson_7B_qps-auto-medium_burst-1_seed-0_mb-adaptive,E26,LongBench-QMSum-3.8K,medium_poisson,7B,Qwen/Qwen2.5-7B,auto-medium,1,0,200,adaptive,6144,127.0.0.1,8000,2,1,float16,custom,/workspace/DATASET/vllm_custom/longbench_qmsum_3.8K.jsonl,--custom-output-len 128 --skip-chat-template
0046_E29_LongBench-QMSum-3.8K_high_poisson_7B_qps-auto-high_burst-1_seed-0_mb-adaptive,E29,LongBench-QMSum-3.8K,high_poisson,7B,Qwen/Qwen2.5-7B,auto-high,1,0,200,adaptive,6144,127.0.0.1,8000,2,1,float16,custom,/workspace/DATASET/vllm_custom/longbench_qmsum_3.8K.jsonl,--custom-output-len 128 --skip-chat-template
0047_E27_LongBench-QMSum-3.8K_medium_poisson_14B_qps-auto-medium_burst-1_seed-0_mb-adaptive,E27,LongBench-QMSum-3.8K,medium_poisson,14B,Qwen/Qwen2.5-14B,auto-medium,1,0,200,adaptive,6144,127.0.0.1,8000,2,1,float16,custom,/workspace/DATASET/vllm_custom/longbench_qmsum_3.8K.jsonl,--custom-output-len 128 --skip-chat-template
0048_E30_LongBench-QMSum-3.8K_high_poisson_14B_qps-auto-high_burst-1_seed-0_mb-adaptive,E30,LongBench-QMSum-3.8K,high_poisson,14B,Qwen/Qwen2.5-14B,auto-high,1,0,200,adaptive,6144,127.0.0.1,8000,2,1,float16,custom,/workspace/DATASET/vllm_custom/longbench_qmsum_3.8K.jsonl,--custom-output-len 128 --skip-chat-template
0049_E33_STELLA-Corpus-1K_medium_poisson_3B_qps-auto-medium_burst-1_seed-0_mb-adaptive,E33,STELLA-Corpus-1K,medium_poisson,3B,Qwen/Qwen2.5-3B,auto-medium,1,0,200,adaptive,6144,127.0.0.1,8000,2,1,float16,custom,/workspace/DATASET/vllm_custom/stella_corpus_merged_1K.jsonl,--custom-output-len 128 --skip-chat-template
0050_E36_STELLA-Corpus-1K_high_poisson_3B_qps-auto-high_burst-1_seed-0_mb-adaptive,E36,STELLA-Corpus-1K,high_poisson,3B,Qwen/Qwen2.5-3B,auto-high,1,0,200,adaptive,6144,127.0.0.1,8000,2,1,float16,custom,/workspace/DATASET/vllm_custom/stella_corpus_merged_1K.jsonl,--custom-output-len 128 --skip-chat-template
0051_E34_STELLA-Corpus-1K_medium_poisson_7B_qps-auto-medium_burst-1_seed-0_mb-adaptive,E34,STELLA-Corpus-1K,medium_poisson,7B,Qwen/Qwen2.5-7B,auto-medium,1,0,200,adaptive,6144,127.0.0.1,8000,2,1,float16,custom,/workspace/DATASET/vllm_custom/stella_corpus_merged_1K.jsonl,--custom-output-len 128 --skip-chat-template
0052_E37_STELLA-Corpus-1K_high_poisson_7B_qps-auto-high_burst-1_seed-0_mb-adaptive,E37,STELLA-Corpus-1K,high_poisson,7B,Qwen/Qwen2.5-7B,auto-high,1,0,200,adaptive,6144,127.0.0.1,8000,2,1,float16,custom,/workspace/DATASET/vllm_custom/stella_corpus_merged_1K.jsonl,--custom-output-len 128 --skip-chat-template
0053_E35_STELLA-Corpus-1K_medium_poisson_14B_qps-auto-medium_burst-1_seed-0_mb-adaptive,E35,STELLA-Corpus-1K,medium_poisson,14B,Qwen/Qwen2.5-14B,auto-medium,1,0,200,adaptive,6144,127.0.0.1,8000,2,1,float16,custom,/workspace/DATASET/vllm_custom/stella_corpus_merged_1K.jsonl,--custom-output-len 128 --skip-chat-template
0054_E38_STELLA-Corpus-1K_high_poisson_14B_qps-auto-high_burst-1_seed-0_mb-adaptive,E38,STELLA-Corpus-1K,high_poisson,14B,Qwen/Qwen2.5-14B,auto-high,1,0,200,adaptive,6144,127.0.0.1,8000,2,1,float16,custom,/workspace/DATASET/vllm_custom/stella_corpus_merged_1K.jsonl,--custom-output-len 128 --skip-chat-template
